Survived,Passenger Class,Name,Gender,Sibling Spouse,Parent Children,Ticket,Fare,Cabin,Birthday
0,3,"Lam, Mr. Len",male,0,0,1601,$56.4958,,
1,2,"Richards, Master. George Sibley",male,1,1,29106,$18.75,,1911-06-18
0,3,"Augustsson, Mr. Albert",male,0,0,347468,$7.8542,,1889-11-09
0,3,"Allum, Mr. Owen George",male,0,0,2223,$8.3,,1894-07-24
0,3,"Pasic, Mr. Jakob",male,0,0,315097,$8.6625,,1891-07-21
0,3,"Sirota, Mr. Maurice",male,0,0,392092,$8.05,,
1,3,"Chip, Mr. Chang",male,0,0,1601,$56.4958,,1880-08-18
0,3,"Alhomaki, Mr. Ilmari Rudolf",male,0,0,SOTON/O2 3101287,$7.925,,1892-08-16
0,2,"Mudd, Mr. Thomas Charles",male,0,0,S.O./P.P. 3,$10.5,,1897-01-04
0,3,"Culumovic, Mr. Jeso",male,0,0,315090,$8.6625,,1895-05-15
0,3,"Abbing, Mr. Anthony",male,0,0,C.A. 5547,$7.55,,1870-08-12
0,3,"Sage, Mr. Douglas Bullen",male,8,2,CA. 2343,$69.55,,
0,2,"Harper, Rev. John",male,0,1,248727,$33.0,,1884-12-17
0,3,"Andersson, Master. Sigvard Harald Elias",male,4,2,347082,$31.275,,1908-09-22
0,3,"Svensson, Mr. Johan",male,0,0,347060,$7.775,,1838-05-23
1,1,"Lines, Miss. Mary Conover",female,0,1,PC 17592,$39.4,D28,1896-04-27
0,2,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",female,1,0,244252,$26.0,,1868-07-31
1,3,"Aks, Mrs. Sam (Leah Rosen)",female,0,1,392091,$9.35,,1895-01-07
1,1,"Wick, Mrs. George Dennick (Mary Hitchcock)",female,1,1,36928,$164.8667,,1867-07-10
1,1,"Daly, Mr. Peter Denis ",male,0,0,113055,$26.55,E17,1861-07-30
0,3,"Hansen, Mr. Claus Peter",male,2,0,350026,$14.1083,,1871-12-06
0,2,"Giles, Mr. Frederick Edward",male,1,0,28134,$11.5,,1892-01-05
1,1,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",female,0,0,17466,$25.9292,D17,1864-08-21
0,3,"Sage, Miss. Dorothy Edith ""Dolly""",female,8,2,CA. 2343,$69.55,,
0,2,"Gill, Mr. John William",male,0,0,233866,$13.0,,1889-02-17
1,2,"Bystrom, Mrs. (Karolina)",female,0,0,236852,$13.0,,1870-08-14
0,1,"Roebling, Mr. Washington Augustus II",male,0,0,PC 17590,$50.4958,A24,1882-03-20
0,3,"van Melkebeke, Mr. Philemon",male,0,0,345777,$9.5,,
1,3,"Johnson, Master. Harold Theodor",male,1,1,347742,$11.1333,,1909-02-07
0,3,"Balkic, Mr. Cerin",male,0,0,349248,$7.8958,,1886-10-18
1,1,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",female,1,1,11751,$52.5542,D35,1865-06-19
0,1,"Carlsson, Mr. Frans Olof",male,0,0,695,$5.0,B51 B53 B55,1880-03-29
0,3,"Vander Cruyssen, Mr. Victor",male,0,0,345765,$9.0,,1865-09-07
0,3,"Gustafsson, Mr. Alfred Ossian",male,0,0,7534,$9.8458,,1893-02-06
0,3,"Petroff, Mr. Nedelio",male,0,0,349212,$7.8958,,1894-03-17
0,3,"Laleff, Mr. Kristo",male,0,0,349217,$7.8958,,
1,2,"Shelley, Mrs. William (Imanita Parrish Hall)",female,0,1,230433,$26.0,,1888-03-15
0,3,"Markun, Mr. Johann",male,0,0,349257,$7.8958,,1880-01-19
0,3,"Dahlberg, Miss. Gerda Ulrika",female,0,0,7552,$10.5167,,1890-04-28
0,2,"Banfield, Mr. Frederick James",male,0,0,C.A./SOTON 34068,$10.5,,1884-07-08
0,3,"Sutehall, Mr. Henry Jr",male,0,0,SOTON/OQ 392076,$7.05,,1887-10-06
0,2,"Montvila, Rev. Juozas",male,0,0,211536,$13.0,,1885-06-13
1,1,"Graham, Miss. Margaret Edith",female,0,0,112053,$30.0,B42,1893-12-22
0,3,"Johnston, Miss. Catherine Helen ""Carrie""",female,1,2,W./C. 6607,$23.45,,
